Step,True_Label,Top1,Top2,Top3,nDCG@3,Hit@3
5881,38,29,0,16,0.0,0
5882,28,37,41,20,0.0,0
5883,24,29,39,10,0.0,0
5884,24,0,5,16,0.0,0
5885,40,28,37,3,0.0,0
5886,24,26,37,4,0.0,0
5887,38,31,25,6,0.0,0
5888,24,14,29,39,0.0,0
5889,34,16,15,41,0.0,0
5890,39,37,27,41,0.0,0
5891,25,37,16,14,0.0,0
5892,24,41,37,19,0.0,0
5893,7,5,10,16,0.0,0
5894,24,4,25,19,0.0,0
5895,24,28,37,5,0.0,0
5896,16,29,26,0,0.0,0
5897,35,26,16,41,0.0,0
5898,24,41,27,20,0.0,0
5899,24,29,5,10,0.0,0
5900,10,29,10,37,0.6309297529405278,1
5901,41,26,3,14,0.0,0
5902,24,37,26,29,0.0,0
5903,16,1,37,10,0.0,0
5904,38,10,39,5,0.0,0
5905,22,1,10,29,0.0,0
5906,24,37,5,33,0.0,0
5907,34,29,37,14,0.0,0
5908,24,5,37,10,0.0,0
5909,23,29,28,5,0.0,0
5910,34,37,5,14,0.0,0
5911,20,37,27,40,0.0,0
5912,34,14,29,35,0.0,0
5913,1,41,37,26,0.0,0
5914,34,10,37,32,0.0,0
5915,28,37,28,14,0.6309297529405278,1
5916,17,29,37,27,0.0,0
5917,19,29,0,5,0.0,0
5918,25,10,5,0,0.0,0
5919,30,14,2,24,0.0,0
5920,30,37,15,1,0.0,0
5921,34,6,14,28,0.0,0
5922,30,29,10,27,0.0,0
5923,36,15,37,31,0.0,0
5924,34,16,27,5,0.0,0
5925,34,20,32,16,0.0,0
5926,10,40,10,33,0.6309297529405278,1
5927,19,37,26,41,0.0,0
5928,38,26,14,29,0.0,0
5929,16,28,15,41,0.0,0
5930,5,39,12,8,0.0,0
5931,8,37,1,29,0.0,0
5932,24,5,26,15,0.0,0
5933,24,26,14,28,0.0,0
5934,18,37,5,1,0.0,0
5935,34,37,6,15,0.0,0
5936,22,2,29,20,0.0,0
5937,24,29,27,5,0.0,0
5938,9,16,20,0,0.0,0
5939,34,37,20,29,0.0,0
5940,24,33,28,32,0.0,0
5941,24,31,26,29,0.0,0
5942,30,37,10,29,0.0,0
5943,24,41,19,18,0.0,0
5944,29,12,37,29,0.49999999949999996,1
5945,37,28,29,26,0.0,0
5946,23,37,5,31,0.0,0
5947,24,33,15,28,0.0,0
5948,38,0,37,41,0.0,0
5949,35,37,41,14,0.0,0
5950,11,26,20,41,0.0,0
5951,16,37,1,5,0.0,0
5952,4,37,27,25,0.0,0
5953,13,41,6,37,0.0,0
5954,38,14,33,20,0.0,0
5955,16,26,37,14,0.0,0
5956,8,26,10,40,0.0,0
5957,10,29,14,1,0.0,0
5958,3,37,0,27,0.0,0
5959,28,29,41,37,0.0,0
5960,40,15,37,26,0.0,0
5961,24,10,20,4,0.0,0
5962,36,37,10,14,0.0,0
5963,38,37,10,1,0.0,0
5964,2,19,10,29,0.0,0
5965,24,28,10,3,0.0,0
5966,24,20,24,11,0.6309297529405278,1
5967,27,29,37,31,0.0,0
5968,38,16,38,2,0.6309297529405278,1
5969,38,29,5,14,0.0,0
5970,38,37,26,40,0.0,0
5971,28,11,4,24,0.0,0
5972,38,26,13,37,0.0,0
5973,25,27,37,16,0.0,0
5974,24,29,41,5,0.0,0
5975,25,37,26,14,0.0,0
5976,24,20,29,6,0.0,0
5977,24,41,14,6,0.0,0
5978,34,37,27,33,0.0,0
5979,23,0,41,37,0.0,0
5980,24,41,3,19,0.0,0
5981,38,5,10,29,0.0,0
5982,16,31,13,29,0.0,0
5983,2,28,20,25,0.0,0
5984,10,19,37,5,0.0,0
5985,25,29,37,33,0.0,0
5986,17,15,20,33,0.0,0
5987,40,37,14,6,0.0,0
5988,38,37,10,28,0.0,0
5989,24,28,3,26,0.0,0
5990,28,37,14,26,0.0,0
5991,18,0,35,33,0.0,0
5992,20,28,29,37,0.0,0
5993,30,0,1,19,0.0,0
5994,20,26,39,41,0.0,0
5995,23,4,31,29,0.0,0
5996,15,7,27,19,0.0,0
5997,38,16,18,20,0.0,0
5998,22,29,37,5,0.0,0
5999,24,37,5,29,0.0,0
6000,24,29,10,28,0.0,0
6001,13,33,35,40,0.0,0
6002,22,37,16,5,0.0,0
6003,24,5,20,13,0.0,0
6004,39,33,40,5,0.0,0
6005,20,39,1,28,0.0,0
6006,24,13,29,1,0.0,0
6007,31,14,29,5,0.0,0
6008,38,5,37,10,0.0,0
6009,16,37,10,5,0.0,0
6010,34,37,5,31,0.0,0
6011,10,28,10,39,0.6309297529405278,1
6012,34,37,5,10,0.0,0
6013,33,29,37,28,0.0,0
6014,13,29,32,1,0.0,0
6015,10,5,37,32,0.0,0
6016,38,37,33,39,0.0,0
6017,38,37,41,28,0.0,0
6018,38,1,37,33,0.0,0
6019,10,10,33,40,0.9999999989999999,1
6020,13,37,5,10,0.0,0
6021,34,16,26,41,0.0,0
6022,34,29,37,5,0.0,0
6023,5,5,20,24,0.9999999989999999,1
6024,34,31,27,14,0.0,0
6025,17,15,19,29,0.0,0
6026,20,29,5,37,0.0,0
6027,30,29,1,37,0.0,0
6028,29,37,28,5,0.0,0
6029,11,41,0,26,0.0,0
6030,13,37,1,14,0.0,0
6031,41,28,26,10,0.0,0
6032,34,26,10,14,0.0,0
6033,8,10,24,29,0.0,0
6034,30,37,25,29,0.0,0
6035,24,41,5,26,0.0,0
6036,24,37,14,31,0.0,0
6037,30,33,40,15,0.0,0
6038,24,5,29,10,0.0,0
6039,22,40,37,29,0.0,0
6040,12,41,37,19,0.0,0
6041,30,31,37,15,0.0,0
6042,5,20,37,33,0.0,0
6043,38,41,15,0,0.0,0
6044,13,29,31,37,0.0,0
6045,10,29,19,31,0.0,0
6046,24,37,28,32,0.0,0
6047,24,28,29,37,0.0,0
6048,32,33,37,1,0.0,0
6049,5,37,29,10,0.0,0
6050,17,37,6,13,0.0,0
6051,13,37,0,1,0.0,0
6052,22,14,16,37,0.0,0
6053,5,28,15,5,0.49999999949999996,1
6054,13,16,4,31,0.0,0
6055,41,41,20,40,0.9999999989999999,1
6056,5,37,41,1,0.0,0
6057,24,19,28,3,0.0,0
6058,14,37,29,10,0.0,0
6059,7,14,29,7,0.49999999949999996,1
6060,13,29,31,28,0.0,0
6061,25,26,41,24,0.0,0
6062,30,37,28,32,0.0,0
6063,10,10,1,39,0.9999999989999999,1
6064,16,5,0,37,0.0,0
6065,35,15,28,37,0.0,0
6066,30,37,29,28,0.0,0
6067,4,37,27,0,0.0,0
6068,19,37,16,5,0.0,0
6069,28,14,40,33,0.0,0
6070,10,29,10,1,0.6309297529405278,1
6071,24,41,26,37,0.0,0
6072,13,29,10,31,0.0,0
6073,28,32,29,10,0.0,0
6074,2,27,19,14,0.0,0
6075,30,37,29,25,0.0,0
6076,6,26,41,14,0.0,0
6077,38,37,14,5,0.0,0
6078,5,29,37,1,0.0,0
6079,33,26,28,20,0.0,0
6080,10,4,28,37,0.0,0
6081,6,29,19,2,0.0,0
6082,33,37,35,4,0.0,0
6083,10,4,37,10,0.49999999949999996,1
6084,22,20,23,27,0.0,0
6085,31,26,37,14,0.0,0
6086,24,23,41,29,0.0,0
6087,5,37,31,5,0.49999999949999996,1
6088,8,37,28,26,0.0,0
6089,5,29,14,1,0.0,0
6090,24,14,19,37,0.0,0
6091,24,41,37,5,0.0,0
6092,11,20,0,3,0.0,0
6093,27,23,10,5,0.0,0
6094,10,4,26,2,0.0,0
6095,38,33,37,28,0.0,0
6096,13,31,33,37,0.0,0
6097,38,37,15,28,0.0,0
6098,10,10,19,29,0.9999999989999999,1
6099,25,5,37,1,0.0,0
6100,17,25,5,1,0.0,0
6101,16,5,39,31,0.0,0
6102,24,41,24,5,0.6309297529405278,1
6103,16,11,41,3,0.0,0
6104,24,14,10,24,0.49999999949999996,1
6105,8,26,10,24,0.0,0
6106,31,37,31,16,0.6309297529405278,1
6107,40,37,29,33,0.0,0
6108,12,37,10,1,0.0,0
6109,10,13,28,26,0.0,0
6110,13,31,37,27,0.0,0
6111,9,15,28,10,0.0,0
6112,17,0,29,33,0.0,0
6113,24,20,24,25,0.6309297529405278,1
6114,13,14,37,26,0.0,0
6115,13,0,10,14,0.0,0
6116,6,31,40,10,0.0,0
6117,36,10,26,5,0.0,0
6118,3,29,37,16,0.0,0
6119,22,37,14,23,0.0,0
6120,24,41,14,20,0.0,0
6121,34,37,29,1,0.0,0
6122,38,37,5,14,0.0,0
6123,24,41,4,26,0.0,0
6124,34,31,37,6,0.0,0
6125,33,41,37,28,0.0,0
6126,24,1,29,28,0.0,0
6127,14,23,14,26,0.6309297529405278,1
6128,32,29,1,5,0.0,0
6129,22,41,1,19,0.0,0
6130,10,37,6,0,0.0,0
6131,38,27,11,28,0.0,0
6132,22,29,37,5,0.0,0
6133,24,37,32,28,0.0,0
6134,41,29,37,14,0.0,0
6135,8,10,26,37,0.0,0
6136,6,6,10,41,0.9999999989999999,1
6137,34,14,10,6,0.0,0
6138,2,37,33,35,0.0,0
6139,38,40,25,39,0.0,0
6140,18,29,28,1,0.0,0
6141,38,16,1,37,0.0,0
6142,13,37,1,32,0.0,0
6143,23,37,13,1,0.0,0
6144,3,37,5,16,0.0,0
6145,24,37,33,26,0.0,0
6146,27,29,18,32,0.0,0
6147,33,6,37,11,0.0,0
6148,10,10,8,40,0.9999999989999999,1
6149,25,26,41,3,0.0,0
6150,10,26,10,29,0.6309297529405278,1
6151,32,32,33,37,0.9999999989999999,1
6152,10,10,1,28,0.9999999989999999,1
6153,8,37,10,27,0.0,0
6154,38,37,1,26,0.0,0
6155,10,29,10,37,0.6309297529405278,1
6156,10,6,41,10,0.49999999949999996,1
6157,6,10,2,40,0.0,0
6158,38,28,5,10,0.0,0
6159,38,13,29,31,0.0,0
6160,24,37,1,16,0.0,0
6161,27,15,0,41,0.0,0
6162,16,29,10,37,0.0,0
6163,17,29,26,37,0.0,0
6164,10,29,37,10,0.49999999949999996,1
6165,34,26,37,14,0.0,0
6166,40,41,15,37,0.0,0
6167,24,40,15,6,0.0,0
6168,28,37,15,1,0.0,0
6169,36,10,41,5,0.0,0
6170,30,29,0,10,0.0,0
6171,10,26,41,25,0.0,0
6172,10,37,10,33,0.6309297529405278,1
6173,30,24,29,10,0.0,0
6174,34,26,4,15,0.0,0
6175,29,37,15,0,0.0,0
6176,22,10,37,28,0.0,0
6177,28,15,1,0,0.0,0
6178,24,37,28,6,0.0,0
6179,10,29,10,5,0.6309297529405278,1
6180,24,37,28,26,0.0,0
6181,38,14,29,37,0.0,0
6182,24,29,28,5,0.0,0
6183,38,0,41,28,0.0,0
6184,28,16,39,28,0.49999999949999996,1
6185,10,37,28,14,0.0,0
6186,24,4,29,32,0.0,0
6187,24,16,20,41,0.0,0
6188,24,15,37,27,0.0,0
6189,20,6,20,19,0.6309297529405278,1
6190,24,37,28,6,0.0,0
6191,27,41,0,4,0.0,0
6192,38,0,37,1,0.0,0
6193,33,40,41,33,0.49999999949999996,1
6194,24,24,20,3,0.9999999989999999,1
6195,25,35,33,40,0.0,0
6196,3,41,29,37,0.0,0
6197,29,41,28,4,0.0,0
6198,24,1,5,16,0.0,0
6199,10,26,0,41,0.0,0
6200,2,37,19,41,0.0,0
6201,30,37,19,6,0.0,0
6202,38,37,1,29,0.0,0
6203,36,37,14,27,0.0,0
6204,24,5,41,1,0.0,0
6205,36,15,16,33,0.0,0
6206,30,15,37,14,0.0,0
6207,28,16,41,10,0.0,0
6208,30,24,10,3,0.0,0
6209,23,37,27,0,0.0,0
6210,6,0,29,27,0.0,0
6211,28,31,5,28,0.49999999949999996,1
6212,13,0,37,19,0.0,0
6213,20,37,5,20,0.49999999949999996,1
6214,29,37,27,1,0.0,0
6215,28,14,6,26,0.0,0
6216,24,10,29,5,0.0,0
6217,22,14,37,10,0.0,0
6218,26,35,40,1,0.0,0
6219,30,10,20,23,0.0,0
6220,30,37,1,27,0.0,0
6221,2,41,27,3,0.0,0
6222,4,41,3,16,0.0,0
6223,15,26,37,29,0.0,0
6224,10,29,27,31,0.0,0
6225,39,10,4,5,0.0,0
6226,36,5,26,24,0.0,0
6227,13,0,25,10,0.0,0
6228,13,37,31,29,0.0,0
6229,25,16,14,40,0.0,0
6230,16,37,33,29,0.0,0
6231,22,37,14,29,0.0,0
6232,22,37,29,16,0.0,0
6233,24,40,15,35,0.0,0
6234,18,41,26,16,0.0,0
6235,23,41,14,28,0.0,0
6236,2,5,41,31,0.0,0
6237,12,41,31,1,0.0,0
6238,41,15,41,26,0.6309297529405278,1
6239,6,41,19,26,0.0,0
6240,10,1,28,40,0.0,0
6241,8,10,8,24,0.6309297529405278,1
6242,25,37,41,16,0.0,0
6243,10,5,37,14,0.0,0
6244,20,20,28,10,0.9999999989999999,1
6245,28,41,37,5,0.0,0
6246,26,5,10,1,0.0,0
6247,29,10,6,4,0.0,0
6248,27,27,37,23,0.9999999989999999,1
6249,40,41,33,6,0.0,0
6250,18,33,14,28,0.0,0
6251,31,37,29,32,0.0,0
6252,34,28,37,1,0.0,0
6253,38,37,30,27,0.0,0
6254,40,41,3,6,0.0,0
6255,10,20,29,28,0.0,0
6256,0,10,37,1,0.0,0
6257,18,27,1,29,0.0,0
6258,3,6,28,20,0.0,0
6259,5,37,28,39,0.0,0
6260,18,37,20,16,0.0,0
6261,24,29,16,41,0.0,0
6262,33,40,33,2,0.6309297529405278,1
6263,32,26,37,27,0.0,0
6264,2,29,5,13,0.0,0
6265,34,37,1,28,0.0,0
6266,24,41,26,32,0.0,0
6267,37,28,6,24,0.0,0
6268,37,37,28,20,0.9999999989999999,1
6269,10,28,27,24,0.0,0
6270,24,37,1,29,0.0,0
6271,38,10,28,1,0.0,0
6272,13,29,39,16,0.0,0
6273,24,37,29,41,0.0,0
6274,34,5,10,29,0.0,0
6275,13,37,6,10,0.0,0
6276,5,37,41,28,0.0,0
6277,22,37,26,29,0.0,0
6278,36,10,0,37,0.0,0
6279,4,37,29,31,0.0,0
6280,34,37,5,24,0.0,0
6281,16,26,14,12,0.0,0
6282,24,37,35,28,0.0,0
6283,24,3,5,1,0.0,0
6284,10,37,20,10,0.49999999949999996,1
6285,10,41,29,0,0.0,0
6286,33,14,0,41,0.0,0
6287,28,29,6,37,0.0,0
6288,23,16,5,12,0.0,0
6289,6,26,10,33,0.0,0
6290,18,37,14,6,0.0,0
6291,23,10,37,5,0.0,0
6292,25,41,6,15,0.0,0
6293,2,27,29,4,0.0,0
6294,38,29,37,1,0.0,0
6295,39,37,14,16,0.0,0
6296,38,29,27,37,0.0,0
6297,26,10,41,26,0.49999999949999996,1
6298,13,37,41,28,0.0,0
6299,30,29,10,41,0.0,0
6300,22,10,6,37,0.0,0
6301,10,26,37,19,0.0,0
6302,24,32,16,15,0.0,0
6303,18,37,29,33,0.0,0
6304,37,6,37,26,0.6309297529405278,1
6305,22,14,16,37,0.0,0
6306,39,29,37,19,0.0,0
6307,8,10,29,40,0.0,0
6308,38,37,29,1,0.0,0
6309,33,14,37,13,0.0,0
6310,24,26,21,16,0.0,0
6311,19,29,19,1,0.6309297529405278,1
6312,33,26,37,14,0.0,0
6313,6,28,19,40,0.0,0
6314,24,37,41,26,0.0,0
6315,18,37,5,41,0.0,0
6316,24,26,41,27,0.0,0
6317,24,33,1,5,0.0,0
6318,24,24,25,20,0.9999999989999999,1
6319,20,19,31,15,0.0,0
6320,30,0,15,37,0.0,0
6321,14,27,29,31,0.0,0
6322,24,16,33,3,0.0,0
6323,15,26,37,28,0.0,0
6324,1,14,29,10,0.0,0
6325,30,37,23,0,0.0,0
6326,14,28,15,20,0.0,0
6327,22,26,10,37,0.0,0
6328,10,14,27,20,0.0,0
6329,5,27,31,1,0.0,0
6330,29,31,29,12,0.6309297529405278,1
6331,10,14,6,37,0.0,0
6332,34,33,37,5,0.0,0
6333,33,37,14,6,0.0,0
6334,38,37,33,29,0.0,0
6335,38,31,4,15,0.0,0
6336,32,41,15,37,0.0,0
6337,18,37,10,5,0.0,0
6338,24,19,5,35,0.0,0
6339,38,37,29,31,0.0,0
6340,38,4,37,16,0.0,0
6341,41,41,10,18,0.9999999989999999,1
6342,10,29,37,4,0.0,0
6343,24,37,5,31,0.0,0
6344,34,19,37,14,0.0,0
6345,24,41,5,26,0.0,0
6346,23,41,10,27,0.0,0
6347,38,14,5,29,0.0,0
6348,22,10,37,28,0.0,0
6349,31,29,31,4,0.6309297529405278,1
6350,37,37,14,28,0.9999999989999999,1
6351,41,40,28,33,0.0,0
6352,40,14,1,35,0.0,0
6353,10,41,37,28,0.0,0
6354,11,16,33,32,0.0,0
6355,10,16,37,39,0.0,0
6356,24,16,19,24,0.49999999949999996,1
6357,10,37,29,2,0.0,0
6358,0,25,20,28,0.0,0
6359,38,29,37,25,0.0,0
6360,24,41,20,3,0.0,0
6361,37,14,37,5,0.6309297529405278,1
6362,28,29,28,10,0.6309297529405278,1
6363,13,37,31,6,0.0,0
6364,30,26,24,2,0.0,0
6365,3,37,10,29,0.0,0
6366,20,10,28,19,0.0,0
6367,38,20,28,1,0.0,0
6368,18,10,2,41,0.0,0
6369,24,41,28,32,0.0,0
6370,34,37,20,40,0.0,0
6371,10,37,26,15,0.0,0
6372,32,20,5,26,0.0,0
6373,5,29,5,10,0.6309297529405278,1
6374,24,10,19,20,0.0,0
6375,16,29,37,31,0.0,0
6376,40,27,37,2,0.0,0
6377,34,37,29,5,0.0,0
6378,24,25,29,20,0.0,0
6379,16,6,37,41,0.0,0
6380,38,28,37,5,0.0,0
6381,24,26,3,4,0.0,0
6382,24,1,25,10,0.0,0
6383,10,10,0,28,0.9999999989999999,1
6384,17,37,41,0,0.0,0
6385,31,41,31,10,0.6309297529405278,1
6386,32,1,29,14,0.0,0
6387,5,19,40,11,0.0,0
6388,39,29,1,37,0.0,0
6389,38,37,33,1,0.0,0
6390,2,41,39,6,0.0,0
6391,30,19,37,5,0.0,0
6392,38,37,1,33,0.0,0
6393,24,28,3,33,0.0,0
6394,21,29,37,1,0.0,0
6395,21,37,1,12,0.0,0
6396,24,32,3,40,0.0,0
6397,18,37,14,28,0.0,0
6398,34,37,1,14,0.0,0
6399,38,37,14,4,0.0,0
6400,33,10,37,16,0.0,0
6401,34,5,33,35,0.0,0
6402,38,35,37,13,0.0,0
6403,35,4,28,26,0.0,0
6404,30,29,37,25,0.0,0
6405,8,10,37,31,0.0,0
6406,24,16,41,10,0.0,0
6407,34,13,29,10,0.0,0
6408,6,1,37,35,0.0,0
6409,10,33,14,5,0.0,0
6410,22,37,5,40,0.0,0
6411,22,37,33,28,0.0,0
6412,38,28,37,29,0.0,0
6413,5,28,3,26,0.0,0
6414,10,41,29,37,0.0,0
6415,34,14,26,1,0.0,0
6416,24,41,3,26,0.0,0
6417,34,37,14,33,0.0,0
6418,40,37,26,6,0.0,0
6419,24,41,10,5,0.0,0
6420,38,37,31,5,0.0,0
6421,17,41,0,37,0.0,0
6422,10,10,2,37,0.9999999989999999,1
6423,14,10,23,29,0.0,0
6424,25,29,41,37,0.0,0
6425,30,37,1,6,0.0,0
6426,40,28,32,20,0.0,0
6427,10,37,10,26,0.6309297529405278,1
6428,12,10,3,40,0.0,0
6429,38,16,1,12,0.0,0
6430,38,33,29,40,0.0,0
6431,29,10,1,5,0.0,0
6432,34,5,3,10,0.0,0
6433,32,29,37,0,0.0,0
6434,27,29,26,41,0.0,0
6435,24,19,20,28,0.0,0
6436,41,37,1,0,0.0,0
6437,38,29,10,37,0.0,0
6438,10,37,29,19,0.0,0
6439,5,10,0,28,0.0,0
6440,20,5,10,37,0.0,0
6441,37,10,37,5,0.6309297529405278,1
6442,38,6,26,27,0.0,0
6443,38,37,5,28,0.0,0
6444,14,37,5,10,0.0,0
6445,23,29,37,5,0.0,0
6446,25,1,5,31,0.0,0
6447,13,10,37,5,0.0,0
6448,10,39,37,29,0.0,0
6449,30,37,40,19,0.0,0
6450,41,41,19,25,0.9999999989999999,1
6451,24,29,37,28,0.0,0
6452,34,0,29,5,0.0,0
6453,23,37,1,28,0.0,0
6454,24,29,37,5,0.0,0
6455,24,6,28,41,0.0,0
6456,6,14,41,37,0.0,0
6457,14,37,28,0,0.0,0
6458,4,28,10,37,0.0,0
6459,24,37,10,28,0.0,0
6460,38,19,29,14,0.0,0
6461,24,20,19,1,0.0,0
6462,24,37,14,15,0.0,0
6463,38,14,1,29,0.0,0
6464,7,10,29,37,0.0,0
6465,34,14,6,12,0.0,0
6466,6,6,10,23,0.9999999989999999,1
6467,24,1,40,5,0.0,0
6468,24,28,32,5,0.0,0
6469,19,19,32,28,0.9999999989999999,1
6470,17,0,37,29,0.0,0
6471,2,37,41,6,0.0,0
6472,33,15,18,40,0.0,0
6473,38,37,1,28,0.0,0
6474,16,37,32,13,0.0,0
6475,30,29,10,5,0.0,0
6476,17,29,0,10,0.0,0
6477,24,14,29,37,0.0,0
6478,15,1,37,5,0.0,0
6479,8,10,37,20,0.0,0
6480,1,29,1,37,0.6309297529405278,1
6481,29,29,31,28,0.9999999989999999,1
6482,38,37,5,13,0.0,0
6483,5,10,28,0,0.0,0
6484,22,37,20,10,0.0,0
6485,34,1,19,37,0.0,0
6486,12,41,15,6,0.0,0
6487,10,1,14,19,0.0,0
6488,24,37,14,12,0.0,0
6489,25,41,28,26,0.0,0
6490,24,5,29,19,0.0,0
6491,10,29,13,1,0.0,0
6492,16,29,27,31,0.0,0
6493,24,25,26,19,0.0,0
6494,28,37,32,28,0.49999999949999996,1
6495,22,29,14,10,0.0,0
6496,39,37,31,1,0.0,0
6497,38,0,14,4,0.0,0
6498,24,15,33,28,0.0,0
6499,34,26,37,14,0.0,0
6500,34,37,1,29,0.0,0
6501,38,14,37,10,0.0,0
6502,29,29,14,1,0.9999999989999999,1
6503,39,37,29,10,0.0,0
6504,39,28,37,15,0.0,0
6505,33,26,14,3,0.0,0
6506,24,41,0,37,0.0,0
6507,33,37,14,15,0.0,0
6508,24,37,5,10,0.0,0
6509,2,5,1,37,0.0,0
6510,13,1,10,37,0.0,0
6511,34,29,0,14,0.0,0
6512,24,29,5,19,0.0,0
6513,10,19,6,15,0.0,0
6514,16,37,28,33,0.0,0
6515,24,29,14,32,0.0,0
6516,10,37,27,28,0.0,0
6517,10,37,0,5,0.0,0
6518,19,28,10,19,0.49999999949999996,1
6519,25,24,41,40,0.0,0
6520,8,37,29,32,0.0,0
6521,38,37,26,27,0.0,0
6522,24,19,5,26,0.0,0
6523,8,5,14,29,0.0,0
6524,11,35,33,5,0.0,0
6525,3,29,31,28,0.0,0
6526,34,37,29,10,0.0,0
6527,13,37,29,1,0.0,0
6528,41,23,34,5,0.0,0
6529,5,37,28,40,0.0,0
6530,24,15,5,26,0.0,0
6531,34,37,13,11,0.0,0
6532,24,41,10,25,0.0,0
6533,35,41,37,26,0.0,0
6534,28,14,20,28,0.49999999949999996,1
6535,41,41,26,6,0.9999999989999999,1
6536,30,37,10,20,0.0,0
6537,30,0,41,1,0.0,0
6538,38,37,29,1,0.0,0
6539,28,0,41,3,0.0,0
6540,39,37,33,5,0.0,0
6541,10,37,28,10,0.49999999949999996,1
6542,24,1,14,37,0.0,0
6543,38,40,14,5,0.0,0
6544,27,31,29,37,0.0,0
6545,38,26,16,2,0.0,0
6546,24,28,4,15,0.0,0
6547,14,10,28,17,0.0,0
6548,1,16,5,10,0.0,0
6549,23,37,1,10,0.0,0
6550,15,28,37,10,0.0,0
6551,5,37,1,19,0.0,0
6552,40,41,19,15,0.0,0
6553,24,41,20,24,0.49999999949999996,1
6554,2,41,26,6,0.0,0
6555,5,10,28,29,0.0,0
6556,27,37,12,16,0.0,0
6557,2,23,3,16,0.0,0
6558,24,20,1,10,0.0,0
6559,24,31,24,2,0.6309297529405278,1
6560,31,37,29,28,0.0,0
6561,22,29,14,37,0.0,0
6562,17,0,37,31,0.0,0
6563,10,37,27,20,0.0,0
6564,13,6,5,37,0.0,0
6565,34,29,37,1,0.0,0
6566,22,29,37,10,0.0,0
6567,24,1,5,35,0.0,0
6568,5,37,6,31,0.0,0
6569,6,37,23,41,0.0,0
6570,10,14,10,16,0.6309297529405278,1
6571,33,9,4,21,0.0,0
6572,30,19,28,1,0.0,0
6573,38,29,14,27,0.0,0
6574,30,10,28,1,0.0,0
6575,24,41,37,6,0.0,0
6576,34,37,27,28,0.0,0
6577,10,31,29,37,0.0,0
6578,6,28,40,33,0.0,0
6579,3,14,37,29,0.0,0
6580,24,41,10,29,0.0,0
6581,30,29,10,19,0.0,0
6582,38,14,27,37,0.0,0
6583,11,37,1,14,0.0,0
6584,14,37,28,26,0.0,0
6585,9,37,5,20,0.0,0
6586,39,37,29,5,0.0,0
6587,10,29,4,31,0.0,0
6588,24,19,41,4,0.0,0
6589,10,29,41,27,0.0,0
6590,22,26,5,4,0.0,0
6591,30,37,29,25,0.0,0
6592,24,3,16,15,0.0,0
6593,16,28,31,10,0.0,0
6594,25,26,37,27,0.0,0
6595,22,37,29,1,0.0,0
6596,30,37,19,29,0.0,0
6597,30,10,37,20,0.0,0
6598,5,39,19,1,0.0,0
6599,34,10,41,29,0.0,0
6600,24,24,15,28,0.9999999989999999,1
6601,16,29,27,37,0.0,0
6602,24,41,6,0,0.0,0
6603,38,4,28,37,0.0,0
6604,25,37,4,41,0.0,0
6605,39,37,6,28,0.0,0
6606,13,31,29,4,0.0,0
6607,41,15,27,37,0.0,0
6608,38,37,14,5,0.0,0
6609,24,20,5,28,0.0,0
6610,24,26,5,16,0.0,0
6611,17,12,14,10,0.0,0
6612,26,37,1,6,0.0,0
6613,17,37,29,14,0.0,0
6614,38,33,37,40,0.0,0
6615,5,20,26,1,0.0,0
6616,34,37,40,28,0.0,0
6617,13,39,3,5,0.0,0
6618,24,24,41,16,0.9999999989999999,1
6619,15,37,40,33,0.0,0
6620,24,13,5,3,0.0,0
6621,18,15,40,37,0.0,0
6622,24,10,27,1,0.0,0
6623,24,20,6,37,0.0,0
6624,34,37,10,1,0.0,0
6625,39,29,12,32,0.0,0
6626,40,37,4,26,0.0,0
6627,13,37,4,1,0.0,0
6628,24,10,37,1,0.0,0
6629,25,40,33,37,0.0,0
6630,38,29,37,26,0.0,0
6631,29,37,15,23,0.0,0
6632,40,37,6,41,0.0,0
6633,39,6,37,16,0.0,0
6634,28,37,27,26,0.0,0
6635,24,37,27,0,0.0,0
6636,17,37,31,29,0.0,0
6637,22,37,29,5,0.0,0
6638,38,10,29,6,0.0,0
6639,38,29,37,26,0.0,0
6640,3,37,5,1,0.0,0
6641,10,41,6,33,0.0,0
6642,28,28,37,1,0.9999999989999999,1
6643,30,29,10,37,0.0,0
6644,38,37,29,14,0.0,0
6645,3,37,1,29,0.0,0
6646,16,14,1,29,0.0,0
6647,36,29,10,1,0.0,0
6648,2,19,33,32,0.0,0
6649,32,29,37,5,0.0,0
6650,34,37,6,33,0.0,0
6651,34,37,10,28,0.0,0
6652,22,37,20,10,0.0,0
6653,28,29,12,0,0.0,0
6654,10,20,16,10,0.49999999949999996,1
6655,33,3,33,16,0.6309297529405278,1
6656,2,15,29,0,0.0,0
6657,3,29,1,37,0.0,0
6658,10,37,29,5,0.0,0
6659,4,0,12,10,0.0,0
6660,38,6,20,19,0.0,0
6661,23,37,19,14,0.0,0
6662,6,37,28,0,0.0,0
6663,38,37,41,1,0.0,0
6664,38,26,25,24,0.0,0
6665,0,14,37,6,0.0,0
6666,22,37,14,41,0.0,0
6667,16,29,40,15,0.0,0
6668,38,37,41,26,0.0,0
6669,3,28,5,3,0.49999999949999996,1
6670,3,1,37,2,0.0,0
6671,24,41,32,15,0.0,0
6672,34,14,32,16,0.0,0
6673,6,26,33,37,0.0,0
6674,30,29,31,5,0.0,0
6675,24,20,37,41,0.0,0
6676,28,33,25,5,0.0,0
6677,2,37,16,41,0.0,0
