Step,True_Label,Action,Reward,Cumulative
9146,0,18,0,1548
9147,0,5,0,1548
9148,24,19,0,1548
9149,5,40,0,1548
9150,24,24,1,1549
9151,24,28,0,1549
9152,24,13,0,1549
9153,39,22,0,1549
9154,22,16,0,1549
9155,5,4,0,1549
9156,23,22,0,1549
9157,30,30,1,1550
9158,10,4,0,1550
9159,30,30,1,1551
9160,24,28,0,1551
9161,28,10,0,1551
9162,39,38,0,1551
9163,26,41,0,1551
9164,8,8,1,1552
9165,22,14,0,1552
9166,17,34,0,1552
9167,12,22,0,1552
9168,30,23,0,1552
9169,10,0,0,1552
9170,16,22,0,1552
9171,15,4,0,1552
9172,10,26,0,1552
9173,22,22,1,1553
9174,38,39,0,1553
9175,30,15,0,1553
9176,5,23,0,1553
9177,25,10,0,1553
9178,10,27,0,1553
9179,22,41,0,1553
9180,27,24,0,1553
9181,24,24,1,1554
9182,0,39,0,1554
9183,34,30,0,1554
9184,30,31,0,1554
9185,24,25,0,1554
9186,10,5,0,1554
9187,32,24,0,1554
9188,30,30,1,1555
9189,39,41,0,1555
9190,24,24,1,1556
9191,30,8,0,1556
9192,37,30,0,1556
9193,6,22,0,1556
9194,3,23,0,1556
9195,38,38,1,1557
9196,29,11,0,1557
9197,5,3,0,1557
9198,40,41,0,1557
9199,28,40,0,1557
9200,18,31,0,1557
9201,24,24,1,1558
9202,24,24,1,1559
9203,2,24,0,1559
9204,24,24,1,1560
9205,7,36,0,1560
9206,24,41,0,1560
9207,29,39,0,1560
9208,22,38,0,1560
9209,18,23,0,1560
9210,38,40,0,1560
9211,31,31,1,1561
9212,38,41,0,1561
9213,38,8,0,1561
9214,2,13,0,1561
9215,36,19,0,1561
9216,30,36,0,1561
9217,37,39,0,1561
9218,24,26,0,1561
9219,24,41,0,1561
9220,31,41,0,1561
9221,24,7,0,1561
9222,20,24,0,1561
9223,10,38,0,1561
9224,33,25,0,1561
9225,33,24,0,1561
9226,24,24,1,1562
9227,38,23,0,1562
9228,10,19,0,1562
9229,9,33,0,1562
9230,34,19,0,1562
9231,24,24,1,1563
9232,24,20,0,1563
9233,5,22,0,1563
9234,11,41,0,1563
9235,10,24,0,1563
9236,24,25,0,1563
9237,5,3,0,1563
9238,4,24,0,1563
9239,34,34,1,1564
9240,24,41,0,1564
9241,41,41,1,1565
9242,31,33,0,1565
9243,26,41,0,1565
9244,1,3,0,1565
9245,16,31,0,1565
9246,19,24,0,1565
9247,30,34,0,1565
9248,13,38,0,1565
9249,40,15,0,1565
9250,38,16,0,1565
9251,36,31,0,1565
9252,24,41,0,1565
9253,4,32,0,1565
9254,5,28,0,1565
9255,16,22,0,1565
9256,3,38,0,1565
9257,38,21,0,1565
9258,13,30,0,1565
9259,17,19,0,1565
9260,30,30,1,1566
9261,21,16,0,1566
9262,23,22,0,1566
9263,38,34,0,1566
9264,30,30,1,1567
9265,5,22,0,1567
9266,38,11,0,1567
9267,39,16,0,1567
9268,22,3,0,1567
9269,13,3,0,1567
9270,9,17,0,1567
9271,24,24,1,1568
9272,30,22,0,1568
9273,34,41,0,1568
9274,30,36,0,1568
9275,10,24,0,1568
9276,13,21,0,1568
9277,17,31,0,1568
9278,23,20,0,1568
9279,24,25,0,1568
9280,36,8,0,1568
9281,20,14,0,1568
9282,10,30,0,1568
9283,38,38,1,1569
9284,10,6,0,1569
9285,13,13,1,1570
9286,35,25,0,1570
9287,10,2,0,1570
9288,22,38,0,1570
9289,24,24,1,1571
9290,25,19,0,1571
9291,24,24,1,1572
9292,10,39,0,1572
9293,25,25,1,1573
9294,13,41,0,1573
9295,38,38,1,1574
9296,12,38,0,1574
9297,28,3,0,1574
9298,24,27,0,1574
9299,38,14,0,1574
9300,30,30,1,1575
9301,2,31,0,1575
9302,5,24,0,1575
9303,24,41,0,1575
9304,38,38,1,1576
9305,38,4,0,1576
9306,24,24,1,1577
9307,22,41,0,1577
9308,24,24,1,1578
9309,31,8,0,1578
9310,5,30,0,1578
9311,10,41,0,1578
9312,39,41,0,1578
9313,24,24,1,1579
9314,33,4,0,1579
9315,5,0,0,1579
9316,6,6,1,1580
9317,36,20,0,1580
9318,24,15,0,1580
9319,21,28,0,1580
9320,16,28,0,1580
9321,24,6,0,1580
9322,38,38,1,1581
9323,33,17,0,1581
9324,20,9,0,1581
9325,34,38,0,1581
9326,24,15,0,1581
9327,3,24,0,1581
9328,29,31,0,1581
9329,38,38,1,1582
9330,17,10,0,1582
9331,6,31,0,1582
9332,34,34,1,1583
9333,33,36,0,1583
9334,10,21,0,1583
9335,13,37,0,1583
9336,35,24,0,1583
9337,5,35,0,1583
9338,24,19,0,1583
9339,22,18,0,1583
9340,24,16,0,1583
9341,24,24,1,1584
9342,13,0,0,1584
9343,24,10,0,1584
9344,38,38,1,1585
9345,40,41,0,1585
9346,38,33,0,1585
9347,38,38,1,1586
9348,34,41,0,1586
9349,13,22,0,1586
9350,24,24,1,1587
9351,20,36,0,1587
9352,41,14,0,1587
9353,7,30,0,1587
9354,24,24,1,1588
9355,40,9,0,1588
9356,30,30,1,1589
9357,10,20,0,1589
9358,38,19,0,1589
9359,41,6,0,1589
9360,3,21,0,1589
9361,23,24,0,1589
9362,40,25,0,1589
9363,22,41,0,1589
9364,23,22,0,1589
9365,10,10,1,1590
9366,16,29,0,1590
9367,24,30,0,1590
9368,38,2,0,1590
9369,18,41,0,1590
9370,17,28,0,1590
9371,17,30,0,1590
9372,22,31,0,1590
9373,5,30,0,1590
9374,24,8,0,1590
9375,23,23,1,1591
9376,23,38,0,1591
9377,4,24,0,1591
9378,10,13,0,1591
9379,8,41,0,1591
9380,24,37,0,1591
9381,40,5,0,1591
9382,24,41,0,1591
9383,20,40,0,1591
9384,33,24,0,1591
9385,10,29,0,1591
9386,34,34,1,1592
9387,26,11,0,1592
9388,24,24,1,1593
9389,38,35,0,1593
9390,34,38,0,1593
9391,13,30,0,1593
9392,38,31,0,1593
9393,25,37,0,1593
9394,24,24,1,1594
9395,18,38,0,1594
9396,34,30,0,1594
9397,38,36,0,1594
9398,34,16,0,1594
9399,24,5,0,1594
9400,38,38,1,1595
9401,24,34,0,1595
9402,24,13,0,1595
9403,24,31,0,1595
9404,1,41,0,1595
9405,23,22,0,1595
9406,24,19,0,1595
9407,24,24,1,1596
9408,6,41,0,1596
9409,2,9,0,1596
9410,27,32,0,1596
9411,37,7,0,1596
9412,38,9,0,1596
9413,3,7,0,1596
9414,25,24,0,1596
9415,10,10,1,1597
9416,29,5,0,1597
9417,4,3,0,1597
9418,13,33,0,1597
9419,25,16,0,1597
9420,2,22,0,1597
9421,18,5,0,1597
9422,38,41,0,1597
9423,24,40,0,1597
9424,22,22,1,1598
9425,35,0,0,1598
9426,22,10,0,1598
9427,24,11,0,1598
9428,16,31,0,1598
9429,24,24,1,1599
9430,37,30,0,1599
9431,24,24,1,1600
9432,40,6,0,1600
9433,26,36,0,1600
9434,24,24,1,1601
9435,33,24,0,1601
9436,24,24,1,1602
9437,22,29,0,1602
9438,5,9,0,1602
9439,30,30,1,1603
9440,39,8,0,1603
9441,38,9,0,1603
9442,30,30,1,1604
9443,38,38,1,1605
9444,10,22,0,1605
9445,24,24,1,1606
9446,3,10,0,1606
9447,30,30,1,1607
9448,5,0,0,1607
9449,36,31,0,1607
9450,35,5,0,1607
9451,34,41,0,1607
9452,40,22,0,1607
9453,39,39,1,1608
9454,17,41,0,1608
9455,29,31,0,1608
9456,22,8,0,1608
9457,5,29,0,1608
9458,38,26,0,1608
9459,5,30,0,1608
9460,38,34,0,1608
9461,23,22,0,1608
9462,33,20,0,1608
9463,38,31,0,1608
9464,36,20,0,1608
9465,25,25,1,1609
9466,31,24,0,1609
9467,24,28,0,1609
9468,38,14,0,1609
9469,38,14,0,1609
9470,38,38,1,1610
9471,24,24,1,1611
9472,16,23,0,1611
9473,3,21,0,1611
9474,24,14,0,1611
9475,13,41,0,1611
9476,10,16,0,1611
9477,10,17,0,1611
9478,19,7,0,1611
9479,11,24,0,1611
9480,17,5,0,1611
9481,5,31,0,1611
9482,24,24,1,1612
9483,38,7,0,1612
9484,34,30,0,1612
9485,37,26,0,1612
9486,28,1,0,1612
9487,10,18,0,1612
9488,32,3,0,1612
9489,22,15,0,1612
9490,38,38,1,1613
9491,10,28,0,1613
9492,38,8,0,1613
9493,16,8,0,1613
9494,22,9,0,1613
9495,25,34,0,1613
9496,24,15,0,1613
9497,25,37,0,1613
9498,30,34,0,1613
9499,22,22,1,1614
9500,39,19,0,1614
9501,13,18,0,1614
9502,24,40,0,1614
9503,29,5,0,1614
9504,24,20,0,1614
9505,38,23,0,1614
9506,41,39,0,1614
9507,24,24,1,1615
9508,38,35,0,1615
9509,10,2,0,1615
9510,10,1,0,1615
9511,13,35,0,1615
9512,10,34,0,1615
9513,29,33,0,1615
9514,33,40,0,1615
9515,30,7,0,1615
9516,24,3,0,1615
9517,24,24,1,1616
9518,39,23,0,1616
9519,34,27,0,1616
9520,40,24,0,1616
9521,8,8,1,1617
9522,24,27,0,1617
9523,24,32,0,1617
9524,22,22,1,1618
9525,25,31,0,1618
9526,4,29,0,1618
9527,24,2,0,1618
9528,5,24,0,1618
9529,6,7,0,1618
9530,25,25,1,1619
9531,1,35,0,1619
9532,24,24,1,1620
9533,30,30,1,1621
9534,10,31,0,1621
9535,11,28,0,1621
9536,23,38,0,1621
9537,22,24,0,1621
9538,24,24,1,1622
9539,19,0,0,1622
9540,6,8,0,1622
9541,13,4,0,1622
9542,30,7,0,1622
9543,18,33,0,1622
9544,27,31,0,1622
9545,11,30,0,1622
9546,25,22,0,1622
9547,31,18,0,1622
9548,15,40,0,1622
9549,17,37,0,1622
9550,13,41,0,1622
9551,8,38,0,1622
9552,34,4,0,1622
9553,20,17,0,1622
9554,20,12,0,1622
9555,10,25,0,1622
9556,36,40,0,1622
9557,38,18,0,1622
9558,38,9,0,1622
9559,3,26,0,1622
9560,10,10,1,1623
9561,27,13,0,1623
9562,24,28,0,1623
9563,36,30,0,1623
9564,39,11,0,1623
9565,26,39,0,1623
9566,24,1,0,1623
9567,2,2,1,1624
9568,24,24,1,1625
9569,36,17,0,1625
9570,26,22,0,1625
9571,24,24,1,1626
9572,18,38,0,1626
9573,28,15,0,1626
9574,15,25,0,1626
9575,3,41,0,1626
9576,24,24,1,1627
9577,4,41,0,1627
9578,30,23,0,1627
9579,24,36,0,1627
9580,33,4,0,1627
9581,24,23,0,1627
9582,0,28,0,1627
9583,13,12,0,1627
9584,38,25,0,1627
9585,37,34,0,1627
9586,28,2,0,1627
9587,34,34,1,1628
9588,38,22,0,1628
9589,30,30,1,1629
9590,14,30,0,1629
9591,24,24,1,1630
9592,17,6,0,1630
9593,8,8,1,1631
9594,16,39,0,1631
9595,34,38,0,1631
9596,24,11,0,1631
9597,37,34,0,1631
9598,10,3,0,1631
9599,24,24,1,1632
9600,10,38,0,1632
9601,30,30,1,1633
9602,14,30,0,1633
9603,20,24,0,1633
9604,25,25,1,1634
9605,10,20,0,1634
9606,15,18,0,1634
9607,39,5,0,1634
9608,38,18,0,1634
9609,10,18,0,1634
9610,24,34,0,1634
9611,40,11,0,1634
9612,33,40,0,1634
9613,16,39,0,1634
9614,24,24,1,1635
9615,14,13,0,1635
9616,22,20,0,1635
9617,22,41,0,1635
9618,24,41,0,1635
9619,24,24,1,1636
9620,10,10,1,1637
9621,30,23,0,1637
9622,38,40,0,1637
9623,24,41,0,1637
9624,39,13,0,1637
9625,10,1,0,1637
9626,34,41,0,1637
9627,38,38,1,1638
9628,21,19,0,1638
9629,24,41,0,1638
9630,34,41,0,1638
9631,24,7,0,1638
9632,27,16,0,1638
9633,24,2,0,1638
9634,6,30,0,1638
9635,15,38,0,1638
9636,17,2,0,1638
9637,34,33,0,1638
9638,39,31,0,1638
9639,34,34,1,1639
9640,24,13,0,1639
9641,22,3,0,1639
9642,30,4,0,1639
9643,38,2,0,1639
9644,10,33,0,1639
9645,37,10,0,1639
9646,10,10,1,1640
9647,39,39,1,1641
9648,5,3,0,1641
9649,19,18,0,1641
9650,6,9,0,1641
9651,40,41,0,1641
9652,23,22,0,1641
9653,24,24,1,1642
9654,24,39,0,1642
9655,41,27,0,1642
9656,24,2,0,1642
9657,22,39,0,1642
9658,8,27,0,1642
9659,10,23,0,1642
9660,16,38,0,1642
9661,40,28,0,1642
9662,23,39,0,1642
9663,5,17,0,1642
9664,24,24,1,1643
9665,38,13,0,1643
9666,16,34,0,1643
9667,10,39,0,1643
9668,13,39,0,1643
9669,8,8,1,1644
9670,10,33,0,1644
9671,17,20,0,1644
9672,8,11,0,1644
9673,6,2,0,1644
9674,10,8,0,1644
9675,38,31,0,1644
9676,25,39,0,1644
9677,16,9,0,1644
9678,40,24,0,1644
9679,22,4,0,1644
9680,24,24,1,1645
9681,10,23,0,1645
9682,24,35,0,1645
9683,37,10,0,1645
9684,10,26,0,1645
9685,2,3,0,1645
9686,25,7,0,1645
9687,10,22,0,1645
9688,16,38,0,1645
9689,24,18,0,1645
9690,24,41,0,1645
9691,30,30,1,1646
9692,6,1,0,1646
9693,1,32,0,1646
9694,14,1,0,1646
9695,38,10,0,1646
9696,5,30,0,1646
9697,22,16,0,1646
9698,24,24,1,1647
9699,16,38,0,1647
9700,24,24,1,1648
9701,22,19,0,1648
9702,5,10,0,1648
9703,24,24,1,1649
9704,27,34,0,1649
9705,13,11,0,1649
9706,24,12,0,1649
9707,33,7,0,1649
9708,34,25,0,1649
9709,28,24,0,1649
9710,24,3,0,1649
9711,25,29,0,1649
9712,0,9,0,1649
9713,24,38,0,1649
9714,41,27,0,1649
9715,24,24,1,1650
9716,26,23,0,1650
9717,22,4,0,1650
9718,29,5,0,1650
9719,24,38,0,1650
9720,30,30,1,1651
9721,34,41,0,1651
9722,24,24,1,1652
9723,6,21,0,1652
9724,38,38,1,1653
9725,22,10,0,1653
9726,36,29,0,1653
9727,16,38,0,1653
9728,3,2,0,1653
9729,13,25,0,1653
9730,24,24,1,1654
9731,27,16,0,1654
9732,3,15,0,1654
9733,10,10,1,1655
9734,33,34,0,1655
9735,5,19,0,1655
9736,38,15,0,1655
9737,10,6,0,1655
9738,13,31,0,1655
9739,15,17,0,1655
9740,16,41,0,1655
9741,24,24,1,1656
9742,13,40,0,1656
9743,38,4,0,1656
9744,10,6,0,1656
9745,8,10,0,1656
9746,25,39,0,1656
9747,29,11,0,1656
9748,24,24,1,1657
9749,38,38,1,1658
9750,24,9,0,1658
9751,29,30,0,1658
9752,22,22,1,1659
9753,10,5,0,1659
9754,40,13,0,1659
9755,18,25,0,1659
9756,24,6,0,1659
9757,37,25,0,1659
9758,37,23,0,1659
9759,3,24,0,1659
9760,0,12,0,1659
9761,16,28,0,1659
9762,38,34,0,1659
9763,21,6,0,1659
9764,24,24,1,1660
9765,5,30,0,1660
9766,24,24,1,1661
9767,25,0,0,1661
9768,38,0,0,1661
9769,8,8,1,1662
9770,34,4,0,1662
9771,38,21,0,1662
9772,26,24,0,1662
9773,39,39,1,1663
9774,34,36,0,1663
9775,22,22,1,1664
9776,24,23,0,1664
9777,24,31,0,1664
9778,3,26,0,1664
9779,10,24,0,1664
9780,34,17,0,1664
9781,10,10,1,1665
9782,25,29,0,1665
9783,36,37,0,1665
9784,24,24,1,1666
9785,34,34,1,1667
9786,34,25,0,1667
9787,30,24,0,1667
9788,6,12,0,1667
9789,24,40,0,1667
9790,10,15,0,1667
9791,8,8,1,1668
9792,18,21,0,1668
9793,16,9,0,1668
9794,24,24,1,1669
9795,0,37,0,1669
9796,26,12,0,1669
9797,22,24,0,1669
9798,4,40,0,1669
9799,36,6,0,1669
9800,34,30,0,1669
9801,38,29,0,1669
9802,16,20,0,1669
9803,30,30,1,1670
9804,30,10,0,1670
9805,0,10,0,1670
9806,22,22,1,1671
9807,10,6,0,1671
9808,24,12,0,1671
9809,19,24,0,1671
9810,29,16,0,1671
9811,39,17,0,1671
9812,20,24,0,1671
9813,10,0,0,1671
9814,38,6,0,1671
9815,3,39,0,1671
9816,38,28,0,1671
9817,36,22,0,1671
9818,26,24,0,1671
9819,24,31,0,1671
9820,26,3,0,1671
9821,34,22,0,1671
9822,14,22,0,1671
9823,3,14,0,1671
9824,10,13,0,1671
9825,10,24,0,1671
9826,40,2,0,1671
9827,9,41,0,1671
9828,28,3,0,1671
9829,28,31,0,1671
9830,33,18,0,1671
9831,22,35,0,1671
9832,34,34,1,1672
9833,37,16,0,1672
9834,38,22,0,1672
9835,24,24,1,1673
9836,0,38,0,1673
9837,24,7,0,1673
9838,24,24,1,1674
9839,37,13,0,1674
9840,36,7,0,1674
9841,38,38,1,1675
9842,8,3,0,1675
9843,24,24,1,1676
9844,13,34,0,1676
9845,24,3,0,1676
9846,6,23,0,1676
9847,14,1,0,1676
9848,16,35,0,1676
9849,33,24,0,1676
9850,10,26,0,1676
9851,24,24,1,1677
9852,22,12,0,1677
9853,13,12,0,1677
9854,22,35,0,1677
9855,10,17,0,1677
9856,3,27,0,1677
9857,24,24,1,1678
9858,36,23,0,1678
9859,6,13,0,1678
9860,5,6,0,1678
9861,30,30,1,1679
9862,5,3,0,1679
9863,5,13,0,1679
9864,24,9,0,1679
9865,17,38,0,1679
9866,16,13,0,1679
9867,39,23,0,1679
9868,24,32,0,1679
9869,22,29,0,1679
9870,34,38,0,1679
9871,17,0,0,1679
9872,2,26,0,1679
9873,30,13,0,1679
9874,24,24,1,1680
9875,16,38,0,1680
9876,38,1,0,1680
9877,37,22,0,1680
9878,28,8,0,1680
9879,31,32,0,1680
9880,13,7,0,1680
9881,33,32,0,1680
9882,38,0,0,1680
9883,34,14,0,1680
9884,30,39,0,1680
9885,8,38,0,1680
9886,10,33,0,1680
9887,23,7,0,1680
9888,5,14,0,1680
9889,10,18,0,1680
9890,10,18,0,1680
9891,28,1,0,1680
9892,24,23,0,1680
9893,18,36,0,1680
9894,25,23,0,1680
9895,10,28,0,1680
9896,19,39,0,1680
9897,24,24,1,1681
9898,40,33,0,1681
9899,38,38,1,1682
9900,24,20,0,1682
9901,13,22,0,1682
9902,39,8,0,1682
9903,1,31,0,1682
9904,38,19,0,1682
9905,34,36,0,1682
9906,24,18,0,1682
9907,24,21,0,1682
9908,10,30,0,1682
9909,38,41,0,1682
9910,24,21,0,1682
9911,39,3,0,1682
9912,23,9,0,1682
9913,11,24,0,1682
9914,36,36,1,1683
9915,24,25,0,1683
9916,10,10,1,1684
9917,24,24,1,1685
9918,40,26,0,1685
9919,24,12,0,1685
9920,38,34,0,1685
9921,13,12,0,1685
9922,24,12,0,1685
9923,6,27,0,1685
9924,27,30,0,1685
9925,34,16,0,1685
9926,22,6,0,1685
9927,17,13,0,1685
9928,30,30,1,1686
9929,3,31,0,1686
9930,30,30,1,1687
9931,24,39,0,1687
9932,39,39,1,1688
9933,35,7,0,1688
9934,22,25,0,1688
9935,35,13,0,1688
9936,30,30,1,1689
9937,22,33,0,1689
9938,24,30,0,1689
9939,10,2,0,1689
9940,23,2,0,1689
9941,30,15,0,1689
9942,2,30,0,1689
9943,24,16,0,1689
9944,38,26,0,1689
9945,18,34,0,1689
9946,39,5,0,1689
9947,39,37,0,1689
9948,5,10,0,1689
9949,3,23,0,1689
9950,34,34,1,1690
9951,24,24,1,1691
9952,13,36,0,1691
9953,22,12,0,1691
9954,26,9,0,1691
9955,30,30,1,1692
9956,38,14,0,1692
9957,41,32,0,1692
9958,38,17,0,1692
9959,24,0,0,1692
9960,28,0,0,1692
9961,14,0,0,1692
9962,31,22,0,1692
9963,18,36,0,1692
9964,35,36,0,1692
9965,24,24,1,1693
9966,24,24,1,1694
9967,7,27,0,1694
9968,22,30,0,1694
9969,18,5,0,1694
9970,16,21,0,1694
9971,24,1,0,1694
9972,30,30,1,1695
9973,24,24,1,1696
9974,36,23,0,1696
9975,24,28,0,1696
9976,22,36,0,1696
9977,25,24,0,1696
9978,24,24,1,1697
9979,34,27,0,1697
9980,34,5,0,1697
9981,39,9,0,1697
9982,32,35,0,1697
9983,28,28,1,1698
9984,33,26,0,1698
9985,28,2,0,1698
9986,13,34,0,1698
9987,5,8,0,1698
9988,27,39,0,1698
9989,26,35,0,1698
9990,20,7,0,1698
9991,3,10,0,1698
9992,24,8,0,1698
9993,28,37,0,1698
9994,23,24,0,1698
9995,35,19,0,1698
9996,38,14,0,1698
9997,24,22,0,1698
9998,0,0,1,1699
9999,8,13,0,1699
10000,25,41,0,1699
10001,28,12,0,1699
10002,18,36,0,1699
10003,23,2,0,1699
10004,24,6,0,1699
10005,18,39,0,1699
10006,17,0,0,1699
10007,38,33,0,1699
10008,10,2,0,1699
10009,38,10,0,1699
10010,38,38,1,1700
10011,34,34,1,1701
10012,22,38,0,1701
10013,34,3,0,1701
10014,38,22,0,1701
10015,24,24,1,1702
10016,25,40,0,1702
10017,16,24,0,1702
10018,30,12,0,1702
10019,10,0,0,1702
10020,2,41,0,1702
10021,6,24,0,1702
10022,24,10,0,1702
10023,10,16,0,1702
10024,5,15,0,1702
10025,24,3,0,1702
10026,26,24,0,1702
10027,3,0,0,1702
10028,13,17,0,1702
10029,24,2,0,1702
10030,13,25,0,1702
10031,30,29,0,1702
10032,24,39,0,1702
10033,13,34,0,1702
10034,24,5,0,1702
10035,25,0,0,1702
10036,34,10,0,1702
10037,38,31,0,1702
10038,38,38,1,1703
10039,36,36,1,1704
10040,10,11,0,1704
10041,34,9,0,1704
10042,4,20,0,1704
10043,33,37,0,1704
10044,24,18,0,1704
10045,20,15,0,1704
10046,1,0,0,1704
10047,16,24,0,1704
10048,6,17,0,1704
10049,39,30,0,1704
10050,12,0,0,1704
10051,17,10,0,1704
10052,28,4,0,1704
10053,25,27,0,1704
10054,5,15,0,1704
10055,34,36,0,1704
10056,22,38,0,1704
10057,8,30,0,1704
10058,13,23,0,1704
10059,24,37,0,1704
10060,25,39,0,1704
10061,16,38,0,1704
10062,25,24,0,1704
10063,23,37,0,1704
10064,3,40,0,1704
10065,6,26,0,1704
10066,39,0,0,1704
10067,14,21,0,1704
10068,10,34,0,1704
10069,24,24,1,1705
10070,8,8,1,1706
10071,13,37,0,1706
10072,32,4,0,1706
10073,36,36,1,1707
10074,29,30,0,1707
10075,36,6,0,1707
10076,8,8,1,1708
10077,32,36,0,1708
10078,24,18,0,1708
10079,17,36,0,1708
10080,25,39,0,1708
10081,38,31,0,1708
10082,6,13,0,1708
10083,25,20,0,1708
10084,30,9,0,1708
10085,24,29,0,1708
10086,19,33,0,1708
10087,22,10,0,1708
10088,23,22,0,1708
10089,38,29,0,1708
10090,24,24,1,1709
10091,24,24,1,1710
10092,20,24,0,1710
10093,41,39,0,1710
10094,32,0,0,1710
10095,23,8,0,1710
10096,29,34,0,1710
10097,6,6,1,1711
10098,16,30,0,1711
10099,24,24,1,1712
10100,16,9,0,1712
10101,38,17,0,1712
10102,2,10,0,1712
10103,3,21,0,1712
10104,24,4,0,1712
10105,39,24,0,1712
10106,39,7,0,1712
10107,6,24,0,1712
10108,10,30,0,1712
10109,30,30,1,1713
10110,16,9,0,1713
10111,24,7,0,1713
10112,24,28,0,1713
10113,24,1,0,1713
10114,38,0,0,1713
10115,24,8,0,1713
10116,8,8,1,1714
10117,26,40,0,1714
10118,28,6,0,1714
10119,24,24,1,1715
10120,4,37,0,1715
10121,10,33,0,1715
10122,6,15,0,1715
10123,28,31,0,1715
10124,24,10,0,1715
10125,24,7,0,1715
10126,20,36,0,1715
10127,24,16,0,1715
10128,11,31,0,1715
10129,38,20,0,1715
10130,24,6,0,1715
10131,38,41,0,1715
10132,10,18,0,1715
10133,24,33,0,1715
10134,24,29,0,1715
10135,39,25,0,1715
10136,35,38,0,1715
10137,8,8,1,1716
10138,10,13,0,1716
10139,26,13,0,1716
10140,38,31,0,1716
10141,10,24,0,1716
10142,38,41,0,1716
10143,6,6,1,1717
10144,38,38,1,1718
10145,24,24,1,1719
10146,38,34,0,1719
10147,10,10,1,1720
10148,16,38,0,1720
10149,10,36,0,1720
10150,24,0,0,1720
10151,7,19,0,1720
10152,41,41,1,1721
10153,34,0,0,1721
10154,24,24,1,1722
10155,24,30,0,1722
10156,13,36,0,1722
10157,41,18,0,1722
10158,15,39,0,1722
10159,24,19,0,1722
10160,30,34,0,1722
10161,24,24,1,1723
10162,24,33,0,1723
10163,24,24,1,1724
10164,17,13,0,1724
10165,37,6,0,1724
10166,16,34,0,1724
10167,23,22,0,1724
10168,16,36,0,1724
10169,30,37,0,1724
10170,28,10,0,1724
10171,37,32,0,1724
10172,33,0,0,1724
10173,38,24,0,1724
10174,24,26,0,1724
10175,18,7,0,1724
10176,13,3,0,1724
10177,38,38,1,1725
10178,28,18,0,1725
10179,24,20,0,1725
10180,36,15,0,1725
10181,13,31,0,1725
10182,16,12,0,1725
10183,12,34,0,1725
10184,11,41,0,1725
10185,20,17,0,1725
10186,41,15,0,1725
10187,28,10,0,1725
10188,16,25,0,1725
10189,14,30,0,1725
10190,24,24,1,1726
10191,22,36,0,1726
10192,24,36,0,1726
10193,36,12,0,1726
10194,24,36,0,1726
10195,24,24,1,1727
10196,38,16,0,1727
10197,38,41,0,1727
10198,20,10,0,1727
10199,10,17,0,1727
10200,3,9,0,1727
10201,22,22,1,1728
10202,40,6,0,1728
10203,13,5,0,1728
10204,16,38,0,1728
10205,38,17,0,1728
10206,35,6,0,1728
10207,10,29,0,1728
10208,10,24,0,1728
10209,0,35,0,1728
10210,24,41,0,1728
10211,24,36,0,1728
10212,38,10,0,1728
10213,30,30,1,1729
10214,3,1,0,1729
10215,30,24,0,1729
10216,24,24,1,1730
10217,29,2,0,1730
10218,30,15,0,1730
10219,8,21,0,1730
10220,35,16,0,1730
10221,28,24,0,1730
10222,24,6,0,1730
10223,24,10,0,1730
10224,30,30,1,1731
10225,10,39,0,1731
10226,22,10,0,1731
10227,40,41,0,1731
10228,34,7,0,1731
10229,33,12,0,1731
10230,8,8,1,1732
10231,13,34,0,1732
10232,38,38,1,1733
10233,13,20,0,1733
10234,22,0,0,1733
10235,38,38,1,1734
10236,24,39,0,1734
10237,10,6,0,1734
10238,22,1,0,1734
10239,6,36,0,1734
10240,22,30,0,1734
10241,39,24,0,1734
10242,10,10,1,1735
10243,5,0,0,1735
10244,17,36,0,1735
10245,5,4,0,1735
10246,24,21,0,1735
10247,15,8,0,1735
10248,34,41,0,1735
10249,16,27,0,1735
10250,38,38,1,1736
10251,17,13,0,1736
10252,22,1,0,1736
10253,34,3,0,1736
10254,34,7,0,1736
10255,5,24,0,1736
10256,26,6,0,1736
10257,15,41,0,1736
10258,38,15,0,1736
10259,25,0,0,1736
10260,24,2,0,1736
10261,32,33,0,1736
10262,32,41,0,1736
10263,30,34,0,1736
10264,10,31,0,1736
10265,10,36,0,1736
10266,34,34,1,1737
10267,16,11,0,1737
10268,33,28,0,1737
10269,34,34,1,1738
10270,24,11,0,1738
10271,40,1,0,1738
10272,24,24,1,1739
10273,30,30,1,1740
10274,23,22,0,1740
10275,8,8,1,1741
10276,39,38,0,1741
10277,28,2,0,1741
10278,30,34,0,1741
10279,38,15,0,1741
10280,13,3,0,1741
10281,12,23,0,1741
10282,27,0,0,1741
10283,8,8,1,1742
10284,17,30,0,1742
10285,8,8,1,1743
10286,6,34,0,1743
10287,36,25,0,1743
10288,38,24,0,1743
10289,6,10,0,1743
10290,38,38,1,1744
10291,13,15,0,1744
10292,24,27,0,1744
10293,10,36,0,1744
10294,19,30,0,1744
10295,33,24,0,1744
10296,13,32,0,1744
10297,24,27,0,1744
10298,10,16,0,1744
10299,16,33,0,1744
10300,40,30,0,1744
10301,16,26,0,1744
10302,16,5,0,1744
10303,22,25,0,1744
10304,29,8,0,1744
10305,4,40,0,1744
10306,38,14,0,1744
10307,23,10,0,1744
10308,35,41,0,1744
10309,18,8,0,1744
